HolderAddress;Balance;PendingBalanceUpdate
0x889cd7ec4cab528144e27d5bcf72f41beb362611;102.134378408846386682;No
0xa50b79ab6289c66c3a8efb81f06b04f2ba2851d6;101.843444527328645431;No
0x7786b315fd8b33a203804f78176e5fe7e312be6b;101.553752498752526027;No
0x4db8accbf2610b60097beddad8c5a548ca9d9334;101.265295263888301242;No
0x4dc44eb14208d7037980fd5e0c0aa2d0f433db1d;101;No
0xeea402689a03ecf66e36fb702c01e698036fe1d1;100.978065813600930447;No
0xaa8f96402746c9b4773474482d5780c1be536d50;100.692057188424042306;No
0x42527ab2d987fcad77af1a96e89a1a4cfc82c8f9;100.407262478138138558;No
0xc233e4e8803806018a013fda3cd1394cab32a065;100.337871670967749502;No
0x5b2f9544e5d08d5e3d3e60d1893a26faf9cc3d01;100.123674821352971095;No
0x4c242f0f494fd26adf7450fbb368e28591e620fa;100;No
0x2a292db56717108990a82c4290bd5df6dcaae78f;100;No
0xb4e2fe887b4905b7ffa4cb775b2b0a4cd804e36b;100;No
0xeca0614d8bc7379ed453a352c7e46afed470dabe;100;No
0x0fb0e869d89327819ab1e43cd2b0786fb9209b61;100;No
0xd2e8e93b056959e08a3c01f383646b43a027e86f;100;No
0xe8cedf0704a35f7e442bf0f8a64008bc74578c9b;100;No
0xd266d61ac22c2a2ac2dd832e79c14ea152c998d6;100;No
0xcf11714ab7e5449448f3e748e14c65d2cab6d320;100;No
0xbd1912d6bd012671cf15d70c74333f33f134afd6;100;No
0x93774b153f8514d26f22af5059015e645fd12640;100;No
0x1a62c9d1746de9fd9d449e80ddbb8a67d2a72a94;100;No
0xf6b28736e62194ce7600143a69d0cb239bbbf49a;100;No
0x402729a7052ef98550151da55de7b9b156e28eb6;100;No
0x49c376e7f96321995e96c7ddb909d7a02d171835;100;No
0xb3dc897a9b25569b40167a3658119c5f323016e6;99.841287405094045225;No
0x649dbc0680715537cf63f7a2510ffc696a5d30f7;99.698417557144176896;No
0x79014c259d282a82ec5757935fb19555fca8ba4f;99.560093464393202594;No
0xe523634368d96d7a2498901131763f74a23842c2;99.280086281883237853;No
0x0a58c37227ef95b9791b869a5e0190be7d1509d6;99.001259187396503653;No
0x327f1fe4e652acdf1e79be2f534b6ffefb5af85d;98.723605557567459247;No
0x7577749d70d79f18d1a474e23bc23e41e8dba299;98.447118815439118448;No
0xc3251326c8d68f1aaf7629aa2526faf28cf31353;94;No
0xb145975ddc421b0da624aa419369b4563deb4f05;94;No
0xeda76e93e4b4a6e407cc6fce3999262398e4eb02;93;No
0x0135584d62b9c0167892e7bebfff8f8c694dd596;92;No
0xdd1c7ec3a3e883ffba7823f2b0532a1e913319f8;86.596661590478932307;No
0xc99617981ace19bc42d1b6aca94693ec723d9a4e;77.376048186763134945;No
0x7afdb5548678c60019675b71194c2a5645eaec0d;75;No
0xd4dded0f0ce4e673d3250d3648d456c9bbe78ca7;75;No
0x60b71d2647e5bf66364542f40386c54ac2598dee;74;No
0x55472653e0d5b68ddb30e0bc8fa0d1f0533ed7bc;73;No
0x23ced754a80fcfff09c84491897dd4324177ec81;70;No
0x7b5ba8f1ba969e9db84c3104bd7ff327cf7120f2;70;No
0xe7c82a85cb92c8df8cc02f53124f45fbeb8b989c;69.358961158052842144;No
0x6323ee37c98e3a317d36198deaeedeff126deb7d;69;No
0x54f5f1523e06af65ca11cb0e7854ef6c048766ef;69;No
0x10fd59e2217cce647553a51a4cb48cf793394005;67;No
0x7df05f3665070f637a7807614e9ad3807a5b4a49;67;No
0x8ebb5975ede056558934ad3f505a575c5511d3f9;65;No
0xc3f3cabc7647086c364846c71159bf5f6f572e18;64.977350721952778547;No
0x737cd347fbdad36fd257aa38896691528a4dabf5;62.809968924699629213;No
0x4aa0081350bf1fd7baebd53bcb42e6e2563d29d3;60.831300118939002023;No
0xdfe6af2106d8d496979c3c8efc810b1617dc63d8;59.246635611391965394;No
0xd8d4540c78d43c5189c6da165b178fe3ef2120de;59.169924576126140784;No
0xa0f63b2476eab839a27867a49bb813336d9b179b;56.019242326806332741;No
0xc8554ab74cab274937abb112462034c02517d00f;55.396982132720978667;No
0xa2761ac06e1951d46d9b45f4ada1235518afa6ba;54.951047445850432645;No
0xa9c6e237159fcddee6967d1eb264fa0aadcf524d;52.424111584265389845;No
0x3ed46cb0582b83ebc79db87f5c1c8743e3f43932;51.78265725470050758;No
0x53ec0705e2cbf2d054d3af454f136c3baacb1ddc;50.679354914872490473;No
0x70ec096dc7b028f2c60e599d10b24cecacef3e1e;49.532706574425766776;No
0xaa75e5514e400f815ee451fcaf45cf82456f4740;49.013480133742092828;No
0x28c4c1baa63974ee2d458125503285c8a35da6ba;48.722934813595417083;No
0xed6c2de3862ae5ee95a0433d636f35fac3773208;45.219387443916992008;No
0x8acc9b47ca258acf85b733314f0d5e287179b19d;42;No
0x8bbd0d77d8775c6c67d6585d79f65cb67dc01496;40.95;No
0xa7f3e46065128774e389bb8a16294ca18a0e0151;36.475547095612546949;No
0x34334cfecea4811e73dcd6b52c65ed9751ee06ce;33.590295762056805284;No
0xc26fb1be8f443eaf52f42f816e43964ce1640855;33.144304623839227065;No
0x5623874f757eb028aaf96bdf6cf05ac1d7c35cbf;31.928631278737523744;No
0x26727a99b70949fe7d169426bc38ac8332ba7448;31.402816819317801348;No
0xd65f3020156002f4a307b4d19f94d5bc368da962;26.924951611173266679;No
0x74e6432e1ee0008eed7978738476b0b473e1f965;24.817088682485415315;No
0xddfec6ea0d314de1eaf256108bdce0918f58ba68;24.151766615934405101;No
0xa4a15aac67506f0ef4187490445128ae77b4db1e;23.321791410026983387;No
0x299af0ee1a66efc895b87d65eb07b470a245de4e;23.086774212714168087;No
0x33c2a45d7d76b89c56e43b5b6dca2289814c9bd6;20.261213248943513325;No
0x0e5f3ca55fa6228d3475f6a6ed6ab15e13f9395a;20.105282892601778114;No
0x7799d4cdbb8882f3b7eaf95f659549cfc8ee99f2;17.947289296411816933;No
0x8172913efa3f77f76f3f4ac51486f1e8a2f98a80;17.099187507412596559;No
0x7ca23c7a864c6034081f0ed6e4163ee2ef59f224;11.279114982485971616;No
0xe1eeee22ef2e3084d5f6e57e80ae913ae3f807a6;10;No
0xdf3bdd185f56720468580650c075170ef52ecaac;9.061137294485950757;No
0xcc09837089c2bef056b65919a90518f166cf952d;8.697325348001927011;No
0x1ea19f34d6a11ea5e73133d781e76cc4011a05e6;5.718755970070785777;No
0xf760419bd12e466d15e0f572b3dc7c7fa2e920b6;4.595187724877895723;No
0x4693a216d81a00c9fb9dba9d65413075a4a9f2fa;3.571090745107457869;No
0x9272c8d471fba9e43fd82043fd24ed0d510299f3;2.678968091297017481;No
0x94d34c41c19ed1b1552572b682bab476758260a0;2.631681570937247907;No
0xfc88c0027fb778bb1ad1b3889b101a59ae596ee0;2.155535274499778893;No
0x0af197f4d398066137e5dd27bcb3537f18be9c4a;2;No
0xdaaadb53b9c8306f90f5b8c6d911cde5141a37e7;2;No
0x62faed54fac0349c68a1a498fd8f7a1ff71077d5;1.94544156175149702;No
0xf243a62d1248da7b0f95241e57b18b8c55900c7a;1.734956024469447073;No
0x9ab3ee0fb263ea76e7fb75bcf10dd9585ed706b5;1.067001552715428533;No
0x113c06b3a6690178b0f2214c6765fcec4491c0d7;0.790597130963739126;No
0x910d31bd9f9aed2af7a7d59b2e0282d2b8ee56b4;0.724794794229936705;No
0xe02a1fa36613e54212506aa7767d31bfb662ef02;0.64;No
0x37d24b706a66bb67b6de224e65cfc4b1304c3db4;0.620717120057688087;No
0x4a6505564abb27f5c1228757d75a78376db9104f;0.600085;No
0x8be1ae7e0e8f4f0d007e0e154d8b12532b1d910a;0.54;No
0xf3b9b143c29dff342350f164a93d8a9d8fa72b37;455;No
0xcdee26002ebd23ac58b51f2b1f59f809ed5a856b;0.3987421781826432;No
0x5a3f2754ae138b473b47ce1a01c44ae8aca158ee;0.12142107418684841;No
0xab61c8eb2a2d000c966fa93bff2a516b8b0919d1;0.1;No
0x01fe17a5d98f1dc346f9493a0632fbea50d63a14;0.05;No
0x37c836ab0f63dd2e9b1b3b2ee3d29e975d003ad4;0.045819575892703265;No
0x908c28fa40d204561e7fe18cf8d4c2037298d829;0.02;No
0xc42283d294ed50e0e6e4594b6a9d3a86844eed7d;0.000759782918845354;No
0x3cfcb8cfafe50d423d1094d13166271165b64881;0.000143429278521855;No
0xbe51bd2e086121aafb82bd94fd2a3d5be3efdc90;0.0000110410459364;No
0x2c35b6e76bba7fa068843319fb3642cd99043cef;0.000000100000886986;No
0x0000000000cc1ffb95df1486af6dacb26d6d1af0;0.000000000000000001;No
0x0000000000dba7f30ba877d1d66e5324858b1278;0.000000000000000001;No
0xf07f14eb3b375ca3e0103e74913d390e30399373;0.000000000000000001;No
0x0000000000016a723d0d576df7dc79ec149ac760;0.000000000000000001;No
